2409-06-30-12-29-04.113405
BS, S:1409,
-0.59, 5.69
1.47, 5.72
3.80, 5.96
5.52, 6.67
8.70, 7.54
11.18, 8.74
5.23, 9.98
1.66, 10.21
-1.19, 10.18
1.63, 10.12
3.28, 10.11
4.12, 10.24
3.18, 10.16
4.05, 10.08
5.09, 10.00
7.94, 9.97
11.80, 10.04
16.94, 10.14
21.06, 10.32
26.00, 10.53
27.60, 10.80
31.49, 10.67
31.98, 10.94
35.83, 10.59
40.39, 10.72
40.74, 11.26
41.18, 11.25
41.60, 11.25
43.37, 11.27
43.41, 11.42
44.06, 11.36
43.04, 11.37
43.22, 11.45
43.18, 11.35
43.67, 11.16
44.28, 11.28
44.02, 11.25
43.53, 11.16
44.93, 10.94
45.28, 11.02
45.22, 11.19
46.36, 11.03
46.21, 11.04
47.32, 11.00
46.41, 11.18
46.04, 11.08
-7.70, 10.84
-5.82, 8.14
0.54, 4.09
3.73, 1.45
4.71, 0.47
4.33, -0.05
4.23, -0.48
3.95, -0.78
3.92, -1.05
3.89, -1.16
BE
BS, S:1410,
3.95, -1.16
14.50, -0.86
37.93, 0.75
47.89, 3.05
51.78, 5.72
54.56, 8.33
41.75, 10.13
37.73, 10.86
32.01, 11.32
25.45, 11.87
16.89, 12.33
8.23, 12.62
-0.39, 12.74
-9.03, 12.98
-12.16, 13.02
-13.81, 13.70
-16.67, 13.91
-17.03, 14.09
-17.31, 14.36
-18.49, 14.60
-18.94, 14.63
-19.67, 14.62
-19.82, 14.64
-19.91, 14.70
-20.00, 14.72
-20.26, 14.66
-19.94, 14.64
-19.69, 14.54
-19.35, 14.48
-18.76, 14.48
-18.29, 14.48
-18.46, 14.48
-17.98, 14.43
-17.71, 14.40
-17.01, 14.32
-16.67, 14.24
-15.95, 14.23
-15.59, 14.23
-15.39, 14.23
-15.01, 14.19
-14.44, 14.15
-14.30, 14.09
-13.83, 14.08
-13.08, 14.06
-12.54, 13.98
-12.15, 13.96
-31.62, 13.99
-48.84, 13.24
-50.26, 10.60
-42.40, 8.24
-36.53, 7.44
-34.17, 7.47
-33.56, 7.70
-33.96, 7.71
-33.98, 7.47
-32.38, 7.28
-30.01, 7.13
-28.44, 7.10
-27.75, 7.19
-27.49, 7.11
-26.91, 6.95
-25.20, 6.94
-23.96, 6.85
-23.34, 6.85
-22.58, 6.83
-22.77, 6.77
-21.52, 6.70
-20.99, 6.63
-19.18, 6.48
-18.27, 6.43
-16.31, 6.32
-14.78, 6.12
-14.12, 6.18
-13.02, 6.05
-11.68, 5.94
-10.68, 5.83
-9.69, 5.88
-8.75, 5.94
-8.12, 5.95
-7.63, 5.99
-7.52, 6.02
-7.46, 6.02
-7.00, 5.82
-7.41, 6.04
-6.58, 5.93
-6.67, 5.86
-6.17, 5.85
-6.16, 5.88
-6.14, 5.92
-5.97, 5.94
-5.14, 6.00
-5.49, 6.08
-5.79, 6.09
-6.14, 6.04
-5.89, 5.86
-5.97, 5.94
-5.42, 5.78
-5.13, 5.77
-4.28, 5.74
-3.79, 5.83
-3.51, 5.85
-3.48, 5.92
-3.55, 5.93
-3.62, 5.93
-3.42, 5.93
-3.49, 5.87
-3.48, 5.85
-3.36, 5.85
-3.32, 5.85
-3.12, 5.85
-3.20, 5.85
-3.03, 5.91
-3.17, 5.85
-3.16, 5.82
-2.88, 5.77
-2.61, 5.72
-2.46, 5.82
-2.44, 5.80
-2.55, 5.85
-2.63, 5.92
-2.76, 5.92
-3.11, 5.93
-3.25, 5.87
-3.18, 5.85
-3.13, 5.85
-2.92, 5.81
-2.75, 5.75
-2.21, 5.76
-2.11, 5.71
-1.86, 5.76
-2.11, 5.85
-2.04, 5.83
-2.11, 5.85
-2.05, 5.80
-2.28, 5.80
-2.13, 5.77
-1.91, 5.71
-1.75, 5.74
-1.66, 5.76
